"group","individual.local.identifier","timestamp","location.long","location.lat"
"AA","all",2014-01-13 15:00:00,-85.3738734824645,10.5068507418456
"AA","all",2014-01-13 15:30:00,-85.3734518727679,10.506946854335
"AA","all",2014-01-13 16:00:00,-85.3727218091154,10.5073794585005
"AA","all",2014-01-13 16:30:00,-85.3720457665329,10.508093638353
"AA","all",2014-01-13 17:00:00,-85.3723416701883,10.508259890676
"AA","all",2014-01-13 17:30:00,-85.3726467210799,10.5080959573388
"AA","all",2014-01-14 05:00:00,-85.3731182870813,10.5079397354949
"AA","all",2014-01-14 05:30:00,-85.3669724662053,10.5120362273097
"AA","all",2014-01-14 06:00:00,-85.3663820447379,10.5126840435011
"AA","all",2014-01-14 06:30:00,-85.365891263408,10.5129290886208
"AA","all",2014-01-14 07:00:00,-85.364798628115,10.5133616704687
"AA","all",2014-01-14 07:30:00,-85.3641185536983,10.5136434570887
"AA","all",2014-01-14 08:00:00,-85.3642546338652,10.5138208182011
"AA","all",2014-01-14 08:30:00,-85.3646673797816,10.5138197494801
"AA","all",2014-01-14 09:00:00,-85.3646454065968,10.5137367099572
"AA","all",2014-01-14 09:30:00,-85.3645418188482,10.5136944400195
"AA","all",2014-01-14 10:00:00,-85.364618806634,10.513901200612
"AA","all",2014-01-14 10:30:00,-85.3644784099727,10.5143080792387
"AA","all",2014-01-14 11:00:00,-85.3642399404843,10.5149149541397
"AA","all",2014-01-14 11:30:00,-85.3640477475305,10.5151233449742
"AA","all",2014-01-14 12:00:00,-85.3634618315701,10.5152644333486
"AA","all",2014-01-14 12:30:00,-85.3630399283281,10.5151405908798
"AA","all",2014-01-14 13:00:00,-85.3625875655572,10.5146043878087
"AA","all",2014-01-14 13:30:00,-85.3620728872889,10.5144851469634
"AA","all",2014-01-14 14:00:00,-85.3624659354263,10.5146813255994
"AA","all",2014-01-14 14:30:00,-85.3632440487559,10.5148805841394
"AA","all",2014-01-14 15:00:00,-85.3638811781458,10.5147315246931
"AA","all",2014-01-14 15:30:00,-85.3646880412058,10.5144804320631
"AA","all",2014-01-14 16:00:00,-85.3652645069347,10.5144026696195
"AA","all",2014-01-14 16:30:00,-85.3665867727649,10.5138868886369
"AA","all",2014-01-14 17:00:00,-85.3676090086711,10.5137487970556
"AA","all",2014-01-14 17:30:00,-85.3683784883469,10.5137112457305
"AA","all",2014-01-15 05:00:00,-85.3689489047222,10.5137510180767
"AA","all",2014-01-15 05:30:00,-85.3711639346944,10.5142573556487
"AA","all",2014-01-15 06:00:00,-85.3728973679063,10.5135497405541
"AA","all",2014-01-15 06:30:00,-85.3746018295602,10.5119109400644
"AA","all",2014-01-15 07:00:00,-85.3761904922699,10.5108181761625
"AA","all",2014-01-15 07:30:00,-85.3772127907754,10.5101505718589
"AA","all",2014-01-15 08:00:00,-85.3780445829092,10.5099671753156
"AA","all",2014-01-15 08:30:00,-85.3779898211393,10.5099095357658
"AA","all",2014-01-15 09:00:00,-85.3776550896539,10.5093911989114
"AA","all",2014-01-15 09:30:00,-85.377597184945,10.5084372964792
"AA","all",2014-01-15 10:00:00,-85.3785186074771,10.5080436822598
"AA","all",2014-01-15 10:30:00,-85.3791550733579,10.5080639944551
"AA","all",2014-01-15 11:00:00,-85.3794045466926,10.5079271961009
"AA","all",2014-01-15 11:30:00,-85.3794009145347,10.507876868362
"AA","all",2014-01-15 12:00:00,-85.3795741406106,10.5076384870639
"AA","all",2014-01-15 12:30:00,-85.3796055168213,10.5078480625634
"AA","all",2014-01-15 13:00:00,-85.3797030681822,10.5084203928729
"AA","all",2014-01-15 13:30:00,-85.3797135036693,10.5090894363869
"AA","all",2014-01-15 14:00:00,-85.3789181586016,10.5089201499747
"AA","all",2014-01-15 14:30:00,-85.378632321944,10.5084133801098
"AA","all",2014-01-15 15:00:00,-85.3772749706201,10.5085211297806
"AA","all",2014-01-15 15:30:00,-85.3759032443345,10.5090853294758
"AA","all",2014-01-15 16:00:00,-85.3745800907801,10.5092858106028
"AA","all",2014-01-15 16:30:00,-85.3731630323705,10.5092668955336
"AA","all",2014-01-15 17:00:00,-85.3715162202686,10.5097879954265
"AA","all",2014-01-15 17:30:00,-85.3713675588369,10.5097413249314
"AA","all",2014-01-16 05:00:00,-85.3713243505384,10.5095595495809
"AA","all",2014-01-16 05:30:00,-85.3706939611581,10.5103215483314
"AA","all",2014-01-16 06:00:00,-85.3696064092208,10.5098568834404
"AA","all",2014-01-16 06:30:00,-85.368810631249,10.5095785067487
"AA","all",2014-01-16 07:00:00,-85.3681835531328,10.5092244409284
"AA","all",2014-01-16 07:30:00,-85.3673395094808,10.5089235026972
"AA","all",2014-01-16 08:00:00,-85.3670834144606,10.5085977958536
"AA","all",2014-01-16 08:30:00,-85.3670884575022,10.5087899090845
"AA","all",2014-01-16 09:00:00,-85.3672738205724,10.5090909060246
"AA","all",2014-01-16 09:30:00,-85.3670112043688,10.509368218489
"AA","all",2014-01-16 10:00:00,-85.3668579552318,10.5096486210859
"AA","all",2014-01-16 10:30:00,-85.3669113758933,10.5096462322403
"AA","all",2014-01-16 11:00:00,-85.3669045027219,10.5098096653827
"AA","all",2014-01-16 11:30:00,-85.3671678761115,10.5107397912179
"AA","all",2014-01-16 12:00:00,-85.3672232945258,10.5117032351218
"AA","all",2014-01-16 12:30:00,-85.3672250686403,10.5116884131151
"AA","all",2014-01-16 13:00:00,-85.3673160821181,10.5115768779073
"AA","all",2014-01-16 13:30:00,-85.3680052280374,10.5118996791962
"AA","all",2014-01-16 14:00:00,-85.3687834180501,10.5122203566497
"AA","all",2014-01-16 14:30:00,-85.369176235905,10.5129916314351
"AA","all",2014-01-16 15:00:00,-85.3694801497804,10.5135619500938
"AA","all",2014-01-16 15:30:00,-85.3695785674601,10.5145206722408
"AA","all",2014-01-16 16:00:00,-85.3698158031166,10.5153194536416
